intermediate
687.459
687.459
689.84
689.84
691.813
690.95
690.95
687.332
687.332
689.005
690.992
690.992
690.598
690.598
687.487
689.318
689.318
691.074
691.074
690.765
688.282
688.282
690.004
690.004
691.855
690.286
690.286
688.14
688.14
690.374
691.303
691.303
688.545
688.545
687.383
690.33
690.33
692.084
692.084
689.823
688.562
688.562
690.596
690.596
692.757
690.495
690.495
688.723
688.723
691.271
691.885
691.885
689.37
689.37
689.882
692.325
692.325
691.392
691.392
689.108
690.726
690.726
692.151
692.151
690.506
687.676
687.676
690.845
690.845
692.624
691.318
691.318
689.37
689.37
691.724
692.975
692.975
692.094
692.094
691.308
693.062
693.062
693.917
693.917
692.965
692.123
692.123
693.612
693.612
694.146
692.332
692.332
692.308
692.308
694.424
694.205
694.205
692.238
692.238
692.211
694.687
694.687
693.622
693.622
691.299
691.068
691.068
694.139
694.139
693.266
690.805
690.805
692.183
692.183
693.274
693.214
693.214
690.387
690.387
691.303
693.382
693.382
692.327
692.327
689.68
689.894
689.894
691.347
691.347
689.509
688.244
688.244
689.779
689.779
689.639
688.042
688.042
685.595
685.595
688.915
689.965
689.965
686.962
686.962
685.335
686.401
686.401
686.961
686.961
685.149
684.115
684.115
686.037
686.037
685.745
684.843
684.843
684.411
684.411
686.909
686.56
686.56
683.453
683.453
685.621
687.091
687.091
684.571
684.571
681.977
684.545
684.545
687.929
687.929
684.433
683.18
683.18
685.981
685.981
686.396
685.203
685.203
684.553
684.553
687.987
689.576
689.576
686.333
686.333
686.916
689.341
689.341
688.939
688.939
687.503
688.402
688.402
690.976
690.976
688.258
687.259
687.259
689.158
689.158
688.892
687.018
687.018
685.139
685.139
686.782
687.692
687.692
683.45
683.45
684.037
687.563
687.563
687.22
687.22
686.144
686.667
686.667
687.2
687.2
685.419
683.815
683.815
685.154
685.154
684.617
681.831
681.831
681.562
681.562
684.259
683.564
683.564
680.557
680.557
680.785
683.244
683.244
683.386
683.386
681.056
682.747
682.747
684.597
684.597
681.675
680.995
680.995
683.093
683.093
683.192
680.331
680.331
680.736
680.736
682.524
681.735
681.735
678.692
678.692
680.467
683.309
683.309
680.409
680.409
678.872
680.532
680.532
682.224
682.224
679.344
678.385
678.385
680.85
680.85
680.36
677.153
677.153
678.045
678.045
679.148
678.413
678.413
675.902
675.902
678.457
677.642
677.642
676.07
676.07
674.709
678.066
678.066
677.296
677.296
673.186
674.699
674.699
677.157
677.157
675.534
673.738
673.738
676.662
676.662
677.578
676.489
676.489
674.934
674.934
677.632
677.761
677.761
674.998
674.998
676.566
678.59
678.59
678.384
678.384
676.714
679.051
679.051
680.224
680.224
677.627
677.356
677.356
680.219
680.219
679.466
675.999
675.999
677.584
677.584
679.105
678.051
678.051
676.449
676.449
678.236
678.983
678.983
676.493
676.493
675.785
677.699
677.699
677.912
677.912
675.813
677.325
677.325
678.173
678.173
675.739
675.141
675.141
678.665
678.665
678.291
675.248
675.248
675.776
675.776
676.942
676.122
676.122
674.839
674.839
677.056
677.151
677.151
674.636
674.636
674.647
675.486
675.486
675.382
675.382
673.016
675.537
675.537
676.689
676.689
673.282
673.238
673.238
675.147
675.147
675.272
672.434
672.434
673.91
673.91
676.601
675.748
675.748
673.015
673.015
674.564
676.704
676.704
673.452
673.452
674.721
676.067
676.067
675.347
675.347
672.649
674.944
674.944
676.63
676.63
673.417
672.908
672.908
676.747
676.747
675.533
672.828
672.828
673.818
673.818
676.08
676.106
676.106
673.382
673.382
673.923
675.648
675.648
672.758
672.758
672.156
674.368
674.368
673.952
673.952
671.72
672.989
672.989
674.311
674.311
672.294
670.147
670.147
672.471
672.471
672.881
670.057
670.057
671.069
671.069
672.539
671.099
671.099
668.964
668.964
670.139
671.518
671.518
669.312
669.312
669.053
671.016
671.016
670.442
670.442
667.448
668.357
668.357
669.945
669.945
668.808
667.994
667.994
670.532
670.532
670.885
668.095
668.095
667.82
667.82
670.922
669.047
669.047
667.1
667.1
670.026
671.757
671.757
669.915
669.915
668.929
670.002
670.002
669.668
669.668
667.614
670.092
670.092
670.518
670.518
668.722
668.611
668.611
670.699
670.699
670.886
665.675
665.675
668.452
668.452
671.296
669.965
669.965
668.418
668.418
671.745
671.297
671.297
667.276
667.276
668.458
670.829
670.829
669.987
669.987
667.147
669.448
669.448
670.525
670.525
667.801
668.961
668.961
671.446
671.446
669.252
667.353
667.353
670.652
670.652
670.681
667.743
667.743
667.71
667.71
670.254
669.688
669.688
666.319
666.319
667.557
669.612
669.612
666.766
666.766
665.247
667.411
667.411
666.848
666.848
664.343
666.362
666.362
666.666
666.666
663.599
663.948
663.948
666.219
666.219
665.414
662.04
662.04
663.211
663.211
665.606
662.772
662.772
661.609
661.609
664.441
664.756
664.756
660.51
660.51
662.247
664.267
664.267
661.772
661.772
661.491
663.989
663.989
662.992
662.992
659.412
662.402
662.402
664.207
664.207
661.83
660.848
660.848
663.681
663.681
663.291
660.11
660.11
663.18
663.18
666.198
665.825
665.825
662.82
662.82
665.256
665.978
665.978
664.228
664.228
665.55
667.618
667.618
665.958
665.958
665.023
666.948
666.948
667.149
667.149
664.84
665.425
665.425
667.873
667.873
665.036
662.119
662.119
664.465
664.465
665.322
660.969
660.969
662.572
662.572
664.242
663.652
663.652
662.087
662.087
663.481
663.389
663.389
660.838
660.838
661.605
663.789
663.789
661.501
661.501
660.046
663.183
663.183
663.709
663.709
660.828
661.374
661.374
664.647
664.647
663.089
660.652
660.652
662.903
662.903
663.321
660.682
660.682
661.208
661.208
663.001
661.39
661.39
659.816
659.816
661.479
662.704
662.704
658.806
658.806
660.209
662.92
662.92
659.293
659.293
658.437
661.565
661.565
662.074
662.074
659.011
660.578
660.578
661.782
661.782
661.032
658.969
658.969
660.896
660.896
660.343
657.242
657.242
659.817
659.817
660.87
659.142
659.142
656.438
656.438
659.779
660.688
660.688
656.401
656.401
658.681
660.764
660.764
656.843
656.843
655.867
658.758
658.758
659.475
659.475
656.869
657.866
657.866
659.869
659.869
657.347
656.154
656.154
659.023
659.023
659.349
656.822
656.822
658.415
658.415
660.434
658.435
658.435
657.708
657.708
659.956
659.233
659.233
655.955
655.955
658.041
661.005
661.005
657.567
657.567
656.593
658.314
658.314
658.403
658.403
655.572
657.589
657.589
658.836
658.836
656.227
655.524
655.524
659.298
659.298
658.396
655.587
655.587
658.621
658.621
659.831
656.071
656.071
656.009
656.009
659.118
658.994
658.994
655.379
655.379
657.731
658.512
658.512
656.502
656.502
656.41
656.983
656.983
656.025
656.025
653.795
656.486
656.486
656.562
656.562
653.192
653.332
653.332
656.73
656.73
654.881
652.465
652.465
655.867
655.867
656.202
653.146
653.146
653.737
653.737
655.143
653.089
653.089
651.217
651.217
653.638
654.231
654.231
652.316
652.316
653.623
655.631
655.631
651.845
651.845
651.579
654.912
654.912
653.335
653.335
650.168
653.188
653.188
654.188
654.188
651.022
651.146
651.146
654.19
654.19
651.869
650.401
650.401
653.234
653.234
653.674
651.282
651.282
652.415
652.415
655.173
654.603
654.603
652.162
652.162
655.671
656.172
656.172
653.175
653.175
654.973
656.802
656.802
654.42
654.42
653.724
656.734
656.734
656.139
656.139
653.774
656.888
656.888
657.141
657.141
654.173
655.382
655.382
657.962
657.962
655.456
653.422
653.422
655.642
655.642
655.894
653.064
653.064
656.568
656.568
658.115
654.197
654.197
653.273
653.273
656.588
657.192
657.192
652.809
652.809
655.516
657.027
657.027
653.228
653.228
654.313
654.955
654.955
652.937
652.937
653.087
655.48
655.48
654.934
654.934
651.913
655.612
655.612
656.15
656.15
653.175
653.373
653.373
655.883
655.883
654.955
653.26
653.26
655.834
655.834
655.422
652.953
652.953
655.278
655.278
653.688
649.592
649.592
646.888
646.888
649.876
646.217
646.217
641.823
641.823
636.873
643.486
643.486
639.23
639.23
638.346
641.496
641.496
635.733
635.733
637.206
640.149
640.149
638.683
638.683
631.996
633.499
633.499
633.338
633.338
625.559
615.903
615.903
628.337
628.337
632.23
626.896
626.896
614.136
614.136
620.081
624.562
624.562
629.909
629.909
631.846
624.17
624.17
628.526
628.526
605.932
594.035
594.035
602.38
602.38
624.192
625.738
625.738
619.672
619.672
618.577
603.725
603.725
606.268
606.268
600.073
596.412
596.412
593.235
593.235
572.075
569.819
569.819
605.537
605.537
588.085
556.884
556.884
574.5
574.5
561.734
579.128
579.128
574.252
574.252
590.189
576.669
576.669
580.892
580.892
559.301
580.769
580.769
613.1
613.1
592.899
560.039
560.039
540.89
540.89
553.407
571.336
571.336
566.046
566.046
576.41
571.521
571.521
573.139
573.139
537.324
502.5
502.5
531.435
531.435
540.945
553.956
553.956
569.732
569.732
538.099
516.639
516.639
509.318
509.318
506.355
482.998
482.998
486.858
486.858
514.523
492.772
492.772
468.186
468.186
447.246
461.925
461.925
495.298
495.298
490.394
482.148
482.148
498.16
498.16
500.604
497.522
497.522
490.139
490.139
485.737
481.958
481.958
493.908
493.908
476.674
478.871
478.871
478.52
478.52
469.781
465.874
465.874
468.281
468.281
471.132
481.634
481.634
478.588
478.588
480.565
468.904
468.904
451.528
451.528
459.44
475.154
475.154
465.164
465.164
468.238
433.333
433.333
441.84
441.84
436.451
430.314
430.314
412.157
412.157
385.22
421.757
421.757
413.092
413.092
382.839
383.883
383.883
392.808
392.808
382.477
382.172
382.172
379.281
379.281
396.258
370.044
370.044
365.879
365.879
360.335
337.872
337.872
379.159
379.159
359.671
366.573
366.573
411.537
411.537
387.566
358.429
358.429
396.777
396.777
396.181
383.35
383.35
356.551
356.551
386.642
404.025
404.025
377.244
377.244
388.363
396.796
396.796
393.795
393.795
417.891
384.591
384.591
373.013
373.013
385.756
387.524
387.524
393.364
393.364
370.335
373.948
373.948
404.501
404.501
397.483
373.181
373.181
394.306
394.306
393.047
395.637
395.637
398.505
398.505
407.666
438.052
438.052
407.154
407.154
406.763
385.921
385.921
406.384
406.384
380.544
365.713
365.713
374.442
374.442
373.89
370.587
370.587
362.924
362.924
371.399
396.875
396.875
383.974
383.974
362.165
346.757
346.757
340.819
340.819
361.072
400.234
400.234
381.307
381.307
395.097
390.314
390.314
405.679
405.679
389.009
357.999
357.999
370.132
370.132
405.186
378.246
378.246
386.561
386.561
398.093
406.195
406.195
387.752
387.752
406.679
404.063
404.063
401.651
401.651
384.956
377.083
377.083
386.546
386.546
391.153
382.29
382.29
373.784
373.784
400.375
383.958
383.958
410.624
410.624
406.198
416.031
416.031
420.148
420.148
415.032
420.311
420.311
391.154
391.154
382.306
401.946
401.946
392.208
392.208
389.654
363.868
363.868
373.963
373.963
381.871
393.729
393.729
382.281
382.281
404.375
405.89
405.89
430.039
430.039
416.702
387.084
387.084
402.995
402.995
385.283
386.317
386.317
373.698
373.698
371.527
371.54
371.54
367.43
367.43
356.836
372.55
372.55
393.962
393.962
388.286
405.58
405.58
385.937
385.937
386.845
387.276
387.276
363.338
363.338
356.143
362.197
362.197
379.987
379.987
399.442
402.937
402.937
407.552
407.552
400.948
421.849
421.849
378.169
378.169
363.159
387.759
387.759
414.103
414.103
390.761
365.472
365.472
382.493
382.493
367.387
394.184
394.184
368.086
368.086
359.009
359.878
359.878
385.588
385.588
392.814
400.252
400.252
389.03
389.03
392.354
407.471
407.471
404.112
404.112
391.795
385.756
385.756
398.95
398.95
415.995
436.251
436.251
398.157
398.157
398.926
406.42
406.42
385.118
385.118
376.796
377.629
377.629
420.974
420.974
408.788
414.664
414.664
423.213
423.213
420.923
419.17
419.17
437.844
437.844
403.412
427.078
427.078
387.042
387.042
391.769
385.919
385.919
401.293
401.293
438.612
409.009
409.009
415.498
415.498
424.142
381.252
381.252
388.907
388.907
380.754
360.349
360.349
382.976
382.976
384.304
386.925
386.925
390.788
390.788
419.369
399.576
399.576
382.083
382.083
374.712
355.707
355.707
378.314
378.314
390.153
372.388
372.388
377.776
377.776
371.156
379.692
379.692
402.103
402.103
391.946
393.884
393.884
386.069
386.069
