avg08
713.327
713.327
724.806
726.244
728.899
730.59
729.76
729.95
728.642
726.941
729.133
728.367
720.707
708.347
695.637
689.91
688.211
689.948
694.198
694.303
698.704
701.997
707.628
709.863
713.783
716.418
719.913
724.213
728.685
730.581
729.449
728.308
724.586
723.199
720.922
721.524
722.615
723.148
723.507
723.773
721.548
721.883
723.586
724.832
725.25
722.301
719.41
716.021
714.545
715.894
720.618
724.631
729.21
728.48
727.598
726.964
723.75
723.358
721.927
721.203
721.474
720.88
721.224
720.681
720.999
720.619
721.332
721.87
722.653
723.13
724.044
722.779
717.258
710.566
707.471
706.681
707.377
710.418
712.861
715.583
716.644
719.947
722.627
723.034
722.288
722.775
723.278
723.966
723.147
722.487
722.184
721.254
720.095
720.285
720.111
719.687
718.781
718.237
718.177
716.575
715.207
716.502
716.39
716.314
717.672
718.454
719.556
721.419
722.78
723.521
724.286
724.235
723.595
724.312
725.333
725.184
724.642
724.335
724.982
725.38
725.475
725.646
725.107
724.028
723.264
721.645
719.692
718.355
717.39
717.152
716.014
714.89
716.353
717.82
718.718
719.911
719.655
719.706
719.682
720.049
720.654
721.416
721.685
721.49
721.006
720.675
719.808
719.588
719.36
716.382
715.546
715.436
715.466
716.427
719.398
721.435
723.453
724.551
725.317
725.964
726.472
726.667
727.689
728.677
728.676
726.782
725.217
726.901
726.844
726.581
726.316
727.116
725.555
724.328
722.183
718.991
716.192
716.419
717.679
719.238
721.062
723.652
725.308
725.541
725.76
726.354
726.862
727.113
725.974
724.006
723.104
723.079
721.614
720.347
718.368
716.494
715.159
713.664
713.212
713.303
714.007
716.8
719.553
722.273
724.42
724.786
724.953
725.556
726.052
726.052
725.593
724.427
725.352
724.752
724.975
725.444
724.081
723.364
723.317
723.896
723.941
723.762
723.741
723.558
723.263
722.989
722.214
721.487
720.36
719.943
718.499
718.74
718.824
719.122
719.457
719.943
720.905
721.892
722.129
723.65
724.309
724.2
724.322
724.135
724.166
724.403
723.435
722.987
722.153
721.763
721.738
721.903
720.522
718.114
715.896
713.891
713.269
713.537
713.599
714.517
715.134
716.639
718.495
720.689
721.907
722.665
722.864
723.114
722.845
722.054
722.094
721.288
719.931
718.716
716.976
715.631
714.341
713.025
712.135
711.006
709.533
708.656
706.567
705.693
705.352
704.577
704.39
705.352
706.276
708.458
710.988
712.114
712.232
712.608
713.426
714.705
714.548
716.571
717.727
718.019
718.763
719.312
718.333
716.212
715.985
709.702
519.733
