avg06
680.699
814.738
802.604
789.774
780.254
776.739
777.736
779.094
778.268
777.772
776.557
776.699
778.913
766.57
760.592
740.594
743.246
736.874
737.939
738.055
740.953
732.796
737.114
743.9
743.137
742.862
743.527
743.488
738.323
736.963
758.953
765.643
768.097
769.469
766.313
770.033
769.051
768.711
765.933
764.383
764.621
763.14
762.965
763.35
760.928
759.575
762.686
759.618
761.687
754.316
743.18
742.463
735.334
738.735
735.71
747.481
754.277
758.046
762.078
759.817
762.427
762.734
758.887
760.343
760.614
759.016
759.028
758.671
758.754
758.651
758.318
759.931
758.657
758.744
760.182
757.697
760.775
758.667
751.494
748.795
744.943
736.254
735.514
735.385
737.029
738.744
741.881
746.549
749.837
752.847
755.801
756.481
756.702
755.717
756.394
757.058
757.379
757.5
758.299
757.985
757.365
755.9
756.187
755.984
754.851
752.134
749.871
749.647
747.723
745.543
743.715
745.929
746.721
750.02
751.455
753.116
752.236
752.701
753.576
754.773
755.236
754.91
754.969
754.645
754.987
754.082
754.482
753.819
754.415
755.246
754.574
753.552
753.159
752.308
751.105
749.851
747.907
745.861
742.77
741.79
738.031
737.745
741.263
740.326
740.217
742.968
744.096
746.436
747.367
747.542
748.06
749.767
750.49
750.963
749.864
749.532
748.368
747.491
747.071
745.475
742.81
741.388
740.808
741.525
743.404
746.319
747.75
747.806
747.718
748.079
748.404
748.033
749.234
749.791
749.685
750.136
748.406
747.604
746.887
746.143
745.272
744.103
744.161
743.919
742.91
742.205
740.016
738.034
737.532
738.141
739.999
740.841
742.252
744.073
746.079
746.957
745.122
746.261
746.515
745.177
743.234
742.159
741.916
740.806
739.224
736.823
733.618
731.353
729.383
729.974
730.471
732.711
736.627
740.538
741.425
742.488
743.088
744.008
744.489
744.739
744.543
745.534
744.824
743.578
741.32
743.753
743.847
744.775
744.925
744.568
743.323
743.099
744.021
744.799
744.711
744.153
742.332
740.547
740.316
740.628
741.631
741.595
743.336
744.827
745.567
747.148
747.336
747.435
748.337
749.871
748.951
748.117
747.567
747.702
747.472
747.315
747.841
748.152
747.102
746.67
745.137
743.203
741.844
738.945
738.086
735.834
736.885
740.325
744.787
747.511
750.263
751.596
751.567
751.318
751.624
752.856
752.012
751.795
750.998
750.303
748.585
747.864
747.154
745.19
744.839
744.476
743.923
743.339
742.483
742.347
739.923
739.505
739.474
739.606
740.643
742.224
744.487
746.384
747.146
746.829
749.062
749.979
750.793
751.427
751.858
751.447
754.073
753.285
748.55
747.247
737.322
