raw06
700.113
819.585
813.587
813.587
809.671
809.671
802.325
796.756
796.756
793.099
793.099
788.079
781.063
781.063
780.038
780.038
777.751
776.766
776.766
776.119
776.119
779.987
778.744
778.744
778.196
778.196
778.29
776.61
776.61
776.506
776.506
784.477
779.561
779.561
777.367
777.367
777.549
778.247
778.247
773.937
773.937
777.2
778.359
778.359
776.875
776.875
780.686
774.245
774.245
769.563
769.563
760.235
764.956
764.956
762.724
762.724
738.33
738.884
738.884
738.213
738.213
732.695
746.798
746.798
746.151
746.151
736.763
744.186
744.186
739.019
739.019
723.318
735.638
735.638
740.55
740.55
738.235
736.07
736.07
744.837
744.837
732.313
732.79
732.79
735.069
735.069
748.385
734.681
734.681
749.106
749.106
735.192
741.33
741.33
739.379
739.379
760.036
736.65
736.65
747.192
747.192
750.269
739.507
739.507
739.018
739.018
747.691
744.477
744.477
738.474
738.474
741.443
734.084
734.084
736.428
736.428
746.411
756.138
756.138
757.599
757.599
765.612
755.586
755.586
766.763
766.763
776.032
765.741
765.741
774.606
774.606
758.205
771.844
771.844
768.143
768.143
761.937
769.544
769.544
766.611
766.611
772.911
766.612
766.612
770.719
770.719
770.669
766.391
766.391
766.277
766.277
767.54
764.94
764.94
764.726
764.726
764.336
764.458
764.458
764.62
764.62
763.698
761.959
761.959
764.644
764.644
763.709
760.876
760.876
764.096
764.096
763.18
760.981
760.981
759.569
759.569
762.441
759.346
759.346
759.413
759.413
762.848
766.284
766.284
760.904
760.904
760.87
753.939
753.939
763.006
763.006
764.4
749.189
749.189
754.249
754.249
743.869
741.552
741.552
735.072
735.072
741.19
741.735
741.735
732.72
732.72
732.624
739.668
739.668
739.125
739.125
737.8
737.42
737.42
734.715
734.715
732.775
747.359
747.359
751.537
751.537
744.454
754.109
754.109
754.293
754.293
754.465
756.414
756.414
759.955
759.955
767.248
764.871
764.871
758.611
758.611
760.695
760.907
760.907
760.949
760.949
766.011
764.87
764.87
758.859
758.859
759.662
758.575
758.575
759.465
759.465
761.315
760.489
760.489
759.901
759.901
760.34
758.594
758.594
759.224
759.224
758.441
758.433
758.433
759.322
759.322
758.578
757.965
757.965
758.748
758.748
761.019
757.881
757.881
758.818
758.818
760.215
757.665
757.665
758.972
758.972
759.996
761.015
761.015
760.282
760.282
756.833
759.063
759.063
757.137
757.137
762.193
759.25
759.25
760.699
760.699
757.988
756.173
756.173
758.563
758.563
760.921
762.063
762.063
760.564
760.564
760.746
753.835
753.835
753.567
753.567
755.99
748.905
748.905
749.097
749.097
750.82
744.193
744.193
743.248
743.248
738.175
735.522
735.522
736.494
736.494
736.568
734.854
734.854
736.608
736.608
734.401
734.772
734.772
737.718
737.718
739.107
739.066
739.066
739.7
739.7
740.783
741.481
741.481
745.497
745.497
746.985
748.416
748.416
749.346
749.346
750.226
751.319
751.319
753.754
753.754
754.877
755.975
755.975
756.815
756.815
756.081
756.174
756.174
757.551
757.551
756.463
755.99
755.99
755.049
755.049
755.775
756.926
756.926
756.066
756.066
756.009
757.41
757.41
757.088
757.088
757.182
758.234
758.234
756.764
756.764
756.747
757.894
757.894
758.346
758.346
758.382
758.706
758.706
757.832
757.832
758.127
757.584
757.584
757.079
757.079
755.927
755.953
755.953
755.796
755.796
756.349
756.173
756.173
755.729
755.729
756.397
756.211
756.211
754.52
754.52
753.249
752.753
752.753
751.585
751.585
751.568
748.899
748.899
748.647
748.647
748.68
750.266
750.266
747.552
747.552
748.454
744.799
744.799
745.446
745.446
743.91
743.704
743.704
745.311
745.311
744.73
745.533
745.533
746.359
746.359
745.357
748.447
748.447
750.331
750.331
748.898
751.17
751.17
751.689
751.689
751.842
753.103
753.103
752.682
752.682
751.958
752.345
752.345
752.298
752.298
752.388
753.221
753.221
753.003
753.003
753.694
754.467
754.467
754.824
754.824
755.39
755.374
755.374
755.277
755.277
755.634
754.424
754.424
755.389
755.389
756.212
754.39
754.39
755.086
755.086
754.522
754.391
754.391
755.784
755.784
754.735
754.188
754.188
754.64
754.64
754.934
754.77
754.77
754.371
754.371
752.76
754.021
754.021
754.178
754.178
754.324
755.065
755.065
755.161
755.161
754.723
754.667
754.667
753.994
753.994
754.178
753.392
753.392
752.979
752.979
754.537
752.443
752.443
752.305
752.305
752.508
751.089
751.089
750.94
750.94
750.341
749.428
749.428
750.319
750.319
748.828
747.508
747.508
747.371
747.371
745.741
744.592
744.592
743.746
743.746
742.191
740
740
740.663
740.663
745.936
739.373
739.373
733.814
733.814
736.046
739.701
739.701
737.806
737.806
741.145
744.172
744.172
738.791
738.791
743.939
740.742
740.742
739.453
739.453
741.639
743.285
743.285
742.847
742.847
743.42
744.558
744.558
745.401
745.401
745.785
747.87
747.87
747.17
747.17
746.973
747.642
747.642
747.268
747.268
748.323
748.592
748.592
747.781
747.781
749.368
750
750
749.967
749.967
750.336
750.905
750.905
751.308
751.308
751.631
749.673
749.673
749.884
749.884
749.737
749.696
749.696
749.041
749.041
748.343
748.951
748.951
747.843
747.843
746.858
747.422
747.422
746.86
746.86
747.009
746.815
746.815
744.798
744.798
743.995
743.053
743.053
742.043
742.043
742.003
741.336
741.336
740.88
740.88
741.105
740.821
740.821
741.296
741.296
742.14
741.763
741.763
744.165
744.165
744.955
746.695
746.695
746.98
746.98
748.061
747.279
747.279
747.941
747.941
747
748.727
748.727
747.055
747.055
747.816
748.257
748.257
747.587
747.587
749.181
748.295
748.295
747.899
747.899
747.509
748.007
748.007
749.107
749.107
750.163
749.008
749.008
750.018
750.018
749.961
749.779
749.779
749.872
749.872
750.024
750.009
750.009
750.013
750.013
748.624
749.085
749.085
747.009
747.009
747.171
747.891
747.891
746.937
746.937
746.673
746.284
746.284
745.864
745.864
746.452
744.549
744.549
745.18
745.18
744.846
743.781
743.781
743.894
743.894
744.537
744.353
744.353
744.268
744.268
743.16
742.534
742.534
743.014
743.014
742.563
742.384
742.384
741.648
741.648
740.993
740.158
740.158
738.384
738.384
737.8
737.659
737.659
737.791
737.791
737.315
736.977
736.977
738.496
738.496
739.792
739.781
739.781
740.211
740.211
739.671
741.069
741.069
742.356
742.356
741.974
743.016
743.016
743.859
743.859
743.8
745.684
745.684
746.214
746.214
746.804
747.12
747.12
745.949
745.949
745.769
744.824
744.824
745.303
745.303
746.878
746.625
746.625
746.844
746.844
747.202
745.097
745.097
745.194
745.194
744.016
743.293
743.293
743.429
743.429
741.952
741.938
741.938
742.067
742.067
741.706
741.831
741.831
740.775
740.775
740.648
739.863
739.863
738.897
738.897
738.953
737.279
737.279
735.703
735.703
735.444
732.698
732.698
731.952
731.952
731.348
730.766
730.766
729.642
729.642
728.595
729.557
729.557
730.019
730.019
729.773
730.21
730.21
730.691
730.691
731.559
733.584
733.584
734.937
734.937
736.069
738.445
738.445
740.348
740.348
741.092
741.1
741.1
741.775
741.775
741.779
741.853
741.853
742.931
742.931
743.14
743.246
743.246
743.759
743.759
743.335
745.133
745.133
743.955
743.955
744.566
744.771
744.771
744.78
744.78
744.196
744.656
744.656
744.815
744.815
745.958
745.304
745.304
745.184
745.184
745.738
744.484
744.484
744.258
744.258
742.758
742.138
742.138
740.814
740.814
741.344
743.812
743.812
744.022
744.022
743.697
743.562
743.562
743.426
743.426
744.922
745.47
745.47
744.783
744.783
745.473
744.31
744.31
744.364
744.364
744.37
742.608
742.608
743.981
743.981
743.461
742.916
742.916
743.213
743.213
743.737
745.05
745.05
744.676
744.676
744.233
744.919
744.919
744.721
744.721
744.765
744.529
744.529
743.567
743.567
743.711
741.823
741.823
740.689
740.689
739.86
740.521
740.521
740.083
740.083
741.301
740.326
740.326
740.838
740.838
740.828
742.008
742.008
741.477
741.477
741.316
741.83
741.83
742.7
742.7
743.686
744.24
744.24
744.983
744.983
744.869
744.922
744.922
745.811
745.811
746.021
747.301
747.301
746.909
746.909
747.481
747.252
747.252
747.843
747.843
747.952
747.145
747.145
747.909
747.909
748.878
749.332
749.332
749.744
749.744
750.61
748.658
748.658
748.656
748.656
749.16
747.377
747.377
748.532
748.532
747.627
747.085
747.085
747.95
747.95
746.977
748.176
748.176
747.437
747.437
746.575
747.185
747.185
747.515
747.515
747.808
747.975
747.975
747.776
747.776
748.014
748.555
748.555
746.917
746.917
747.082
746.602
746.602
746.559
746.559
747.184
746.233
746.233
743.558
743.558
743.768
743.397
743.397
742.526
742.526
742.192
741.963
741.963
739.091
739.091
739
737.177
737.177
738.441
738.441
737.542
735.594
735.594
736.498
736.498
735.917
737.079
737.079
739.163
739.163
740.186
742.017
742.017
744.197
744.197
745.88
746.801
746.801
747.719
747.719
748.974
750.043
